Product Name,Sales,Profit
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88,71.2476
50 Colored Long Pencils,30.48,7.9248
Newell 342,9.84,2.8536
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12,9.1312
Chromcraft Rectangular Conference Tables,284.364,-75.8304000000001
Deluxe Rollaway Locking File with Drawer,665.408,66.5408
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88,24.9132
"Global Geo Office Task Chair, Gray",129.568,-24.294
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,-96.1146000000001
Staple envelope,8.928,3.348
3M Office Air Cleaner,103.92,36.372
Logitech G700s Rechargeable Gaming Mouse,899.91,377.9622
Acco D-Ring Binder w/DublLock,51.312,18.6006
Eldon Wave Desk Accessories,23.56,7.068
Bush Advantage Collection Racetrack Conference Table,1272.63,-814.4832
Poly Designer Cover & Back,28.485,-20.889
Premier Electric Letter Opener,185.376,-34.758
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,5.8704
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,-312.0614
Bush Mission Pointe Library,205.3328,-36.2352
Cardinal Hold-It CD Pocket,4.788,-7.9002
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,26.6304
SAFCO Boltless Steel Shelving,340.92,3.40919999999998
"Sauder Mission Library with Doors, Fruitwood Finish",222.666,10.4784
Samsung Galaxy Note 3,703.968,87.9959999999999
"Decoflex Hanging Personal Folder File, Blue",92.52,24.9804
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,28.819
Xerox 1912,94.85,45.528
Cisco SPA525G2 IP Phone - Wireless,95.76,7.182
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,19.296
Prang Colored Pencils,14.7,6.615
"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,84.51
Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,1.9089
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,1.6688
Logitech G602 Wireless Gaming Mouse,159.98,57.5928
Alphabetical Labels for Top Tab Filing,29.6,14.8
O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,-30.245
iHome FM Clock Radio with Lightning Dock,279.96,17.4975
Apple iPhone 5S,2735.952,341.994
Square Credit Card Reader,7.992,0.5994
Logitech M510 Wireless Mouse,63.984,10.3974
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,6.1572
Fellowes Officeware Wire Shelving,449.15,8.98299999999999
Colored Envelopes,11.07,5.0922
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,13.1572
Balt Solid Wood Rectangular Table,189.882,-94.941
"Strathmore #10 Envelopes, Ultimate White",105.42,51.6558
Clear Mylar Reinforcing Strips,119.616,40.3704
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,81.8432
DMI Arturo Collection Mission-style Design Wood Chair,241.568,18.1176
Deflect-O Glasstique Clear Desk Accessories,69.3,22.869
Vinyl Sectional Post Binders,22.62,-15.08
GBC Standard Therm-A-Bind Covers,14.952,-11.9616
Global Troy Executive Leather Low-Back Tilter,801.568,50.098
Storex Flexible Poly Binders with Double Pockets,2.376,-1.9008
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,11.8871
"Avery Durable Slant Ring Binders, No Labels",15.92,5.373
Rogers Handheld Barrel Pencil Sharpener,2.74,0.7398
Newell 344,8.34,2.1684
Personal File Boxes with Fold-Down Carry Handle,46.74,11.685
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,3177.475
Executive Impressions Supervisor Wall Clock,126.3,40.416
SanDisk Cruzer 32 GB USB Flash Drive,38.04,12.1728
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,0.7152
Newell 327,6.63,1.7901
Newell 317,5.88,1.7052
Canon Image Class D660 Copier,2999.95,1379.977
Advantus Rolling Storage Box,51.45,13.8915
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,5.382
Tennsco Single-Tier Lockers,1126.02,56.301
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,5.2877
Carina Double Wide Media Storage Towers in Natural & Black,129.568,-25.9136
XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,-21.168
Balt Solid Wood Rectangular Table,210.98,21.098
Motorola HK250 Universal Bluetooth Headset,55.176,-12.4146
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,27.1666
Staples,22.2,10.434
Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,42.747
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,5.14079999999999
Eldon Gobal File Keepers,36.336,-7.2672
Martin Yale Chadless Opener Electric Letter Opener,666.248,-149.9058
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,19.692
Safco Contoured Stacking Chairs,190.72,11.92
Tenex Chairmats For Use With Carpeted Floors,47.94,2.397
Panasonic KX-TG9471B,979.95,274.386
Presstex Flexible Ring Binders,22.75,11.375
Sterilite Officeware Hinged File Box,16.768,1.4672
"Premier Elliptical Ring Binder, Black",42.616,-68.1856
Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,3.36
Eureka The Boss Cordless Rechargeable Stick Vac,152.94,41.2938
"Situations Contoured Folding Chairs, 4/Set",283.92,70.98
Enermax Aurora Lite Keyboard,468.9,206.316
LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,38.0864
Fellowes Officeware Wire Shelving,646.776,-145.5246
SanDisk Cruzer 64 GB USB Flash Drive,58.112,7.26399999999999
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,6.2995
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,-84.2928
Avery Printable Repositionable Plastic Tabs,41.28,13.932
Xerox 1898,13.36,6.4128
Home/Office Personal File Carts,250.272,15.642
Flexible Leather- Look Classic Collection Ring Binder,11.364,-17.046
Staple remover,8.72,-1.744
HON 5400 Series Task Chairs for Big and Tall,1121.568,0.0
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,6.0382
Advantus T-Pin Paper Clips,10.824,2.5707
Tennsco 16-Compartment Lockers with Coat Rack,1295.78,310.9872
Zebra Zazzle Fluorescent Highlighters,19.456,3.4048
Avery 473,20.7,9.936
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,-217.048
Xerox 226,32.4,15.552
Coloredge Poster Frame,42.6,16.614
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,27.3182
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,1.3
Advantus Panel Wall Acrylic Frame,13.128,3.7743
"Alliance Big Bands Rubber Bands, 12/Pack",3.96,0.0
Avery 509,2.61,1.2006
Cisco SPA301,374.376,46.797
Personal Creations Ink Jet Cards and Labels,91.84,45.0016
"GBC White Gloss Covers, Plain Front",81.088,27.3672
Xerox 222,19.44,9.3312
Hon Every-Day Series Multi-Task Chairs,451.152,0.0
Avery 473,72.45,34.776
OIC Bulk Pack Metal Binder Clips,13.96,6.4216
Storex Dura Pro Binders,33.264,11.2266
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,4.0095
Newell 332,8.82,2.3814
Personal Creations Ink Jet Cards and Labels,160.72,78.7528
Rediform S.O.S. Phone Message Books,19.92,9.7608
Acme Value Line Scissors,7.3,2.19
"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,8.714
"Contract Clock, 14"", Brown",8.792,-5.7148
Martin-Yale Premier Letter Opener,51.52,1.5456
GE 30524EE4,470.376,52.9173
AT&T SB67148 SynJ,105.584,9.23860000000001
Fellowes Basic Home/Office Series Surge Protectors,31.152,3.5046
Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,-4.7481
Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,30.4776
Novimex High-Tech Fabric Mesh Task Chair,70.98,4.9686
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,144.5157
i.Sound Portable Power - 8000 mAh,84.784,-20.1362
Xerox 225,20.736,7.2576
Clear Mylar Reinforcing Strips,16.821,-12.8961
Xerox 1894,10.368,3.6288
Newell 312,9.344,1.168
Memorex Micro Travel Drive 8 GB,31.2,9.75
Fellowes Superior 10 Outlet Split Surge Protector,76.12,22.0748
Sharp AL-1530CS Digital Copier,1199.976,434.9913
AT&T 1070 Corded Phone,445.96,55.745
Dana Halogen Swing-Arm Architect Lamp,327.76,91.7728
Acme Stainless Steel Office Snips,11.632,1.0178
Mophie Juice Pack Helium for iPhone,143.982,-28.7964
GE 2-Jack Phone Line Splitter,494.376,-115.3544
Acme Value Line Scissors,5.84,0.73
"Hot File 7-Pocket, Floor Stand",142.776,17.847
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,5.14079999999999
Insertable Tab Post Binder Dividers,7.218,-5.5338
GBC VeloBinder Manual Binding System,43.188,-31.6712
Xerox 1889,131.904,47.8152
Angle-D Ring Binders,3.282,-2.6256
Newell 317,21.168,2.3814
Motorola L804,55.188,-10.1178
Nortel Meridian M3904 Professional Digital phone,369.576,41.5773
Avery 493,15.712,5.6956
Xerox 1972,8.448,2.64
Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,-157.9383
PureGear Roll-On Screen Protector,119.94,15.992
Prestige Round Ring Binders,3.648,-2.7968
"DAX Metal Frame, Desktop, Stepped-Edge",40.48,15.7872
"DAX Value U-Channel Document Frames, Easel Back",9.94,3.0814
Recycled Easel Ring Binders,107.424,33.57
Grandstream GXP1160 VoIP phone,37.91,10.9939
"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,27.2862
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,-14.773
"Global Manager's Adjustable Task Chair, Storm",301.96,87.5684
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,178.901
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,130.87
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,46.9278
"Master Caster Door Stop, Brown",35.56,12.0904
Belkin Premiere Surge Master II 8-outlet surge protector,97.16,28.1764
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5.1435
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,6.0858
Tennsco Regal Shelving Units,243.384,-51.7191
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,29.95
Jabra SPEAK 410,300.768,30.0768
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,2.4585
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,85.5297
Office Star - Mesh Screen back chair with Vinyl seat,392.94,43.2234
Premium Transparent Presentation Covers by GBC,18.882,-13.8468
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,12.2328
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,272.792
Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,5.0128
Eldon 200 Class Desk Accessories,18.84,6.0288
Economy Rollaway Files,330.4,85.904
Avery 480,26.25,12.6
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,54.3332
Xerox 1993,6.48,3.1752
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,56.511
Staples,31.56,9.8625
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,3.0144
3M Hangers With Command Adhesive,14.8,6.068
AT&T TR1909W,302.376,22.6782
First Data FD10 PIN Pad,316.0,31.6
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,178.318
Xerox 1943,97.82,45.9754
Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,10.312
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,8.51639999999999
Avery Durable Poly Binders,3.318,-2.6544
Airmail Envelopes,134.288,45.3222
Global Troy Executive Leather Low-Back Tilter,701.372,-50.098
Avery Binding System Hidden Tab Executive Style Index Sets,2.308,-3.462
"Hot File 7-Pocket, Floor Stand",999.432,124.929
Space Solutions Commercial Steel Shelving,724.08,-135.765
Hon Racetrack Conference Tables,918.785,-118.1295
"Avery Durable Plastic 1"" Binders",2.724,-4.2222
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,18.398
"OIC Colored Binder Clips, Assorted Sizes",10.74,5.2626
Acme Tagit Stainless Steel Antibacterial Scissors,23.76,2.079
Easy-staple paper,85.056,28.7064
ClearOne Communications CHAT 70 OC Speaker Phone,381.576,28.6182
"Master Giant Foot Doorstop, Safety Yellow",30.36,8.7285
12-1/2 Diameter Round Wall Clock,23.976,-14.3856
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,-71.8905
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,11.36
Newell 331,19.56,1.7115
Kensington 6 Outlet Guardian Standard Surge Protector,61.44,16.5888
"Southworth 100% Résumé Paper, 24lb.",38.9,17.505
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,40.7499
Hoover Portapower Portable Vacuum,2.688,-7.392
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,4.5201
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,-41.262
Ibico Hi-Tech Manual Binding System,182.994,-320.2395
Avery Hanging File Binders,14.352,4.6644
Fellowes Neat Ideas Storage Cubes,64.96,2.5984
Advantus Rolling Storage Box,68.6,18.522
Cubify CubeX 3D Printer Triple Head Print,7999.98,-3839.9904
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,14.651
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,163.1898
Avery 516,14.62,6.8714
Xerox 1995,19.44,9.3312
"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,4.79959999999998
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,14.5614
Konftel 250 Conference phone - Charcoal black,284.82,74.0532
Recycled Eldon Regeneration Jumbo File,36.84,10.3152
Imation Bio 8GB USB Flash Drive Imation Corp,166.24,24.936
Xerox 1977,33.4,16.032
"Boston School Pro Electric Pencil Sharpener, 1670",198.272,17.3488
Avery 490,47.36,17.76
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.8075
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,31.7512
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,0.8088
GBC Linen Binding Covers,18.588,-13.6312
Wilson Jones Custom Binder Spines & Labels,4.896,-3.4272
"Eldon 200 Class Desk Accessories, Burgundy",15.072,4.1448
"Tenex ""The Solids"" Textured Chair Mats",209.88,35.6796
Laminate Occasional Tables,369.912,-13.8717
Xerox 220,10.368,3.6288
Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,18.7695
SanDisk Cruzer 32 GB USB Flash Drive,15.216,2.2824
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,52.7824
O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,-110.49
"Angle-D Binders with Locking Rings, Label Holders",46.72,15.768
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,26.6304
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,8.8624
Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,109.7226
Nortel Meridian M3904 Professional Digital phone,307.98,89.3142
Logitech Wireless Performance Mouse MX for PC and Mac,299.97,113.9886
Cardinal Holdit Business Card Pockets,19.92,6.972
"DAX Value U-Channel Document Frames, Easel Back",9.94,3.0814
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,24.4758
GBC Standard Therm-A-Bind Covers,59.808,19.4376
Aluminum Document Frame,73.32,21.996
Tops Green Bar Computer Printout Paper,146.82,73.41
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,231.4116
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,80.0199
"Seth Thomas 16"" Steel Case Clock",129.92,21.112
Acme Softgrip Scissors,45.584,5.1282
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,6.3684
ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,5.5992
Xerox 1964,182.72,84.0512
"Bevis Traditional Conference Table Top, Plinth Base",400.032,-153.3456
"Personal Folder Holder, Ebony",33.63,10.089
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,102.4998
Avery 520,6.3,3.024
Carina Double Wide Media Storage Towers in Natural & Black,242.94,9.71759999999999
Logitech Illuminated - Keyboard,179.97,86.3856
Wilson Jones Century Plastic Molded Ring Binders,99.696,33.6474
Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,9.4284
O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,18.6956
Acco Translucent Poly Ring Binders,18.72,6.552
Logitech Wireless Touch Keyboard K400,49.98,8.49659999999999
Avery 508,11.784,4.2717
SAFCO Boltless Steel Shelving,272.736,-64.7748
GBC Standard Plastic Binding Systems Combs,3.54,-5.487
Martin-Yale Premier Letter Opener,51.52,-10.948
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1.1466
Xerox 196,4.624,1.6762
"Fiskars 8"" Scissors, 2/Pack",55.168,6.20639999999999
KI Conference Tables,567.12,-28.356
Fellowes Officeware Wire Shelving,359.32,7.18639999999999
Belkin iPhone and iPad Lightning Cable,11.992,0.899399999999999
GBC Durable Plastic Covers,58.05,26.703
Nu-Dell Leatherette Frames,157.74,56.7864
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,22.792
Avery Durable Binders,2.88,1.4112
Hewlett Packard 610 Color Digital Copier / Printer,1199.976,374.9925
12-1/2 Diameter Round Wall Clock,79.92,28.7712
Chromcraft Round Conference Tables,383.438,-167.3184
Recycled Eldon Regeneration Jumbo File,24.56,6.8768
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,47.92
Angle-D Ring Binders,13.128,4.2666
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,10.224
Xerox 226,58.32,27.9936
Avery 476,12.39,5.6994
JBL Micro Wireless Portable Bluetooth Speaker,107.982,-26.9955
Staple envelope,11.36,5.3392
Brown Kraft Recycled Envelopes,50.94,25.47
Plantronics S12 Corded Telephone Headset System,646.74,258.696
3-ring staple pack,5.64,2.7072
Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,34.3548
Electrix Halogen Magnifier Lamp,310.88,23.316
Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,179.7488
Cardinal EasyOpen D-Ring Binders,18.28,9.14
AT&T 841000 Phone,207.0,51.75
GBC Instant Report Kit,32.35,16.175
DXL Angle-View Binders with Locking Rings by Samsill,7.71,3.4695
Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,10.881
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,14.5236
"Dixon My First Ticonderoga Pencil, #2",32.76,3.6855
Hon GuestStacker Chair,544.008,40.8006
Xerox 191,59.94,28.1718
Xerox 1974,23.92,11.7208
Xerox 1927,4.28,1.926
Acco D-Ring Binder w/DublLock,32.07,-22.449
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,-2.7
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,-15.6156
Microsoft Natural Ergonomic Keyboard 4000,47.984,0.599799999999997
Cameo Buff Policy Envelopes,186.69,87.7443
Heavy-Duty E-Z-D Binders,17.456,5.8914
"Lifetime Advantage Folding Chairs, 4/Carton",348.928,34.8928
GBC VeloBinder Manual Binding System,143.96,69.1008
"Decoflex Hanging Personal Folder File, Blue",15.42,4.1634
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,21.0896
Office Star - Contemporary Task Swivel Chair,332.94,79.9056
Cisco Unified IP Phone 7945G VoIP phone,1363.96,85.2475
Avery 499,9.96,4.5816
"Wirebound Message Book, 4 per Page",21.72,10.6428
Avery Durable Binders,20.16,9.8784
Xerox 1887,132.79,63.7392
Xerox 1967,12.96,6.2208
Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,10.3488
"Situations Contoured Folding Chairs, 4/Set",283.92,17.745
"Executive Impressions 14"" Contract Wall Clock",22.23,7.3359
Logitech Mobile Speakerphone P710e - speaker phone,215.968,18.8972
Belkin 7 Outlet SurgeMaster II,355.32,99.4896
Xerox 218,12.96,6.2208
"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,6.2152
Model L Table or Wall-Mount Pencil Sharpener,43.176,4.3176
ClearOne CHATAttach 160 - speaker phone,1983.968,247.996
Coloredge Poster Frame,28.4,11.076
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,50.9898
Newell 32,11.52,3.2256
"Bevis Round Bullnose 29"" High Table Top",1298.55,311.652
Belkin F9G930V10-GRY 9 Outlet Surge,213.92,62.0368
Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2.578
"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,6.2152
